BOOKSELLER_CATEGORY,AUTHOR,TITLE,SERIES,VOLUME,PUB_DATE,EXTENT,CLOTH_ISBN,CLOTH_PRICE,PAPER_ISBN,PAPER_PRICE,ELECTRONIC_ISBN,ELECTRONIC_PRICE,URL
,Hawkins K,"Mindful Teacher, Mindful School",,,6/14/2017,208 pages,978-1-5264-0285-1,£60.00,978-1-5264-0286-8,£18.99,978-1-5264-1558-5,£14.99,http://www.uk.sagepub.com/books/Book255026
EDUC Primary and Secondary Education,Hawley W,The Keys To Effective Schools: Second Edition,,,12/18/2006,248 pages,978-1-4129-4100-6,£62.00,978-1-4129-4101-3,£26.99,,,http://www.uk.sagepub.com/books/Book229154
EDUC Primary and Secondary Education,Haworth A et al,Secondary English and Literacy,,,12/18/2003,192 pages,978-0-7619-4280-1,£93.00,978-0-7619-4281-8,£30.99,978-1-84787-648-5,£24.99,http://www.uk.sagepub.com/books/Book226006
CRIM Criminology,Hay C & Meldrum R,Self-Control and Crime Over the Life Course,,,4/28/2015,312 pages,,,978-1-4833-5899-4,£40.99,,,http://www.uk.sagepub.com/books/Book243451
SOCR Social Research Methods and Evaluation,Hay K & Kumar-Range S,Making Evaluation Matter,,,10/2/2014,312 pages,978-9-35-150027-8,£38.00,,,978-9-35-150148-0,£30.00,http://www.uk.sagepub.com/books/Book244304
EDUC Primary and Secondary Education,Hayden M,Introduction to International Education,,,9/30/2006,200 pages,978-1-4129-1999-9,£112.00,978-1-4129-2000-1,£25.99,978-1-84787-861-8,£20.99,http://www.uk.sagepub.com/books/Book228809
EDUC Primary and Secondary Education,Hayden M et al,The SAGE Handbook of Research in International Education: Second Edition,,,10/13/2015,656 pages,978-1-4462-9844-2,£125.00,,,978-1-4739-4351-3,£100.00,http://www.uk.sagepub.com/books/Book243313
EDUC Primary and Secondary Education,Haydon G,Values for Educational Leadership,,,6/18/2007,128 pages,978-1-4129-3467-1,£97.00,978-1-4129-3468-8,£29.99,978-1-84860-501-5,£23.99,http://www.uk.sagepub.com/books/Book230728
COMM Communication and Media Studies,Hayes A et al,The SAGE Sourcebook of Advanced Data Analysis Methods for Communication Research,,,1/28/2008,400 pages,978-1-4129-2790-1,£65.00,,,,,http://www.uk.sagepub.com/books/Book228339
EDUC Primary and Secondary Education,Hayes D,Inspiring Primary Teaching,Teaching Handbooks Series,,9/7/2006,144 pages,,,978-1-84445-072-5,£25.99,,,http://www.uk.sagepub.com/books/Book238329
EDUC Primary and Secondary Education,Hayes D,Joyful Teaching and Learning in the Primary School,Teaching Handbooks Series,,8/2/2007,160 pages,,,978-1-84445-122-7,£23.99,978-1-4739-1410-0,£18.99,http://www.uk.sagepub.com/books/Book238382
EDUC Primary and Secondary Education,Hayes D,Learning and Teaching in Primary Schools,Achieving QTS Series,,4/1/2009,168 pages,,,978-1-84445-202-6,£22.99,978-1-84445-823-3,£17.99,http://www.uk.sagepub.com/books/Book238459
EDUC Primary and Secondary Education,Haylock D,"Teaching Mathematics to Low Attainers, 8-12",,,11/30/1991,240 pages,,,978-1-85396-151-9,£37.99,,,http://www.uk.sagepub.com/books/Book8438
EDUC Primary and Secondary Education,Haylock D,Numeracy for Teaching,,,11/18/2001,268 pages,978-0-7619-7460-4,£78.00,978-0-7619-7461-1,£29.99,978-1-84787-130-5,£23.99,http://www.uk.sagepub.com/books/Book224897
EDUC Primary and Secondary Education,Haylock D,Key Concepts in Teaching Primary Mathematics,SAGE Key Concepts series,,9/30/2007,200 pages,978-1-4129-3409-1,£86.00,978-1-4129-3410-7,£27.99,978-1-84920-245-9,£21.99,http://www.uk.sagepub.com/books/Book230621
EDUT Tertiary Education,Haylock D & Cockburn A,Understanding Mathematics for Young Children: Fifth Edition,,,2/8/2017,336 pages,978-1-4739-5350-5,£75.00,978-1-4739-5351-2,£24.99,978-1-5264-1001-6,£19.99,http://www.uk.sagepub.com/books/Book249313
,Haylock D & Cockburn A,Understanding Mathematics for Young Children: Fourth Edition,,,1/31/2018,,,,978-9-35-280601-0,,,,http://www.uk.sagepub.com/books/Book262368
EDUT Tertiary Education,Haylock D & Manning R,Mathematics Explained for Primary Teachers: Fifth Edition,,,6/19/2014,496 pages,978-1-4462-8586-2,£89.00,978-1-4739-0284-8,,978-1-4739-0285-5,£22.99,http://www.uk.sagepub.com/books/Book242773
EDUT Tertiary Education,Haylock D & Manning R,Student Workbook for Mathematics Explained for Primary Teachers: Second Edition,,,6/19/2014,168 pages,,,978-1-4462-8594-7,£16.99,978-1-4739-0627-3,£13.99,http://www.uk.sagepub.com/books/Book242774
HEAL Health Studies and Nursing,Haylock D & Warburton P,Mathematics Explained for Healthcare Practitioners,,,1/11/2013,264 pages,978-1-4462-1118-2,£69.00,978-1-4462-1119-9,£15.99,978-1-4462-7474-3,£12.99,http://www.uk.sagepub.com/books/Book237689
POLI Politics and International Relations,Haynes J et al,World Politics: Second Edition,,,3/28/2017,488 pages,978-1-4739-7038-0,£90.00,978-1-4739-7039-7,£32.99,978-1-5264-1295-9,£25.99,http://www.uk.sagepub.com/books/Book250863
PSYC Psychology,Hays P,Connecting Across Cultures,,,10/24/2012,136 pages,,,978-1-4522-1791-8,£26.99,,,http://www.uk.sagepub.com/books/Book237541
EDUC Primary and Secondary Education,Haysom J & Bowen M,"Predict, Observe, Explain",,,,320 pages,,,978-1-935155-23-2,£27.99,,,http://www.uk.sagepub.com/books/Book240551
EDUC Primary and Secondary Education,Haythornthwaite C & Andrews R,E-learning Theory and Practice,,,4/30/2011,272 pages,978-1-84920-470-5,£88.00,978-1-84920-471-2,£29.99,978-1-4462-1020-8,£23.99,http://www.uk.sagepub.com/books/Book234414
EDUT Tertiary Education,Haythornthwaite C et al,The SAGE Handbook of E-learning Research: Second Edition,,,5/9/2016,606 pages,978-1-4739-0232-9,£125.00,,,978-1-4739-5500-4,£100.00,http://www.uk.sagepub.com/books/Book243430
EDUC Primary and Secondary Education,Hayward A,Making Inclusion Happen,,,6/18/2006,136 pages,978-1-4129-2221-0,£98.00,978-1-4129-2222-7,£30.99,978-1-84860-499-5,£24.99,http://www.uk.sagepub.com/books/Book229180
,Hazarika A,Walk The Talk,,,9/28/2017,356 pages,,,978-9-38-644691-6,£15.99,978-9-38-644692-3,£13.00,http://www.uk.sagepub.com/books/Book259650
EDUC Primary and Secondary Education,Hazler R,Helping in the Hallways: Second Edition,,,5/20/2008,184 pages,978-1-4129-5607-9,£54.00,978-1-4129-5608-6,£25.99,,,http://www.uk.sagepub.com/books/Book231634
EDUT Tertiary Education,He M et al,The SAGE Guide to Curriculum in Education,,,9/30/2015,552 pages,978-1-4522-9224-3,£145.00,,,,,http://www.uk.sagepub.com/books/Book240926
SOCI Sociology and Cultural Studies,Healey J,"Race, Ethnicity, Gender, and Class",,,7/27/2009,632 pages,,,978-1-4129-7758-6,£56.00,,,http://www.uk.sagepub.com/books/Book234206
SOCI Sociology and Cultural Studies,Healey J,"Race, Ethnicity, Gender, and Class: Fifth Edition",,,8/29/2010,728 pages,,,978-1-4129-9058-5,£72.00,,,http://www.uk.sagepub.com/books/Book235367
SOCI Sociology and Cultural Studies,Healey J,Diversity and Society,,,5/1/2011,584 pages,,,978-1-4129-9433-0,£59.00,,,http://www.uk.sagepub.com/books/Book235784
SOCI Sociology and Cultural Studies,Healey J,"Healey: Diversity and Society 4e + Healey: Race, Ethnicity, and Gender 2e",,,1/31/2013,,,,978-1-4522-5712-9,,,,http://www.uk.sagepub.com/books/Book239499
SOCI Sociology and Cultural Studies,Healey J,"Healey: Diversity and Society 4e + CQ Researcher: Issues in Race, Ethnicity, Gender, Class",,,1/31/2013,,,,978-1-4522-5714-3,,,,http://www.uk.sagepub.com/books/Book239500
SOCI Sociology and Cultural Studies,Healey J,"Race, Ethnicity, Gender, and Class: Interactive eBook Instructor Version",,,3/31/2013,1 pages,,,978-1-4522-1649-2,,,,http://www.uk.sagepub.com/books/Book237628
SOCI Sociology and Cultural Studies,Healey J,Diversity and Society: Fourth Edition,,,4/5/2013,528 pages,,,978-1-4129-9245-9,£52.00,,,http://www.uk.sagepub.com/books/Book235305
SOCI Sociology and Cultural Studies,Healey J & O'Brien E,"Race, Ethnicity, and Gender: Second Edition",,,7/8/2007,504 pages,,,978-1-4129-4107-5,£82.00,,,http://www.uk.sagepub.com/books/Book229763
SOCI Sociology and Cultural Studies,Healey J & O'Brien E,"Race, Ethnicity, Gender, and Class: Seventh Edition",,,12/31/2014,488 pages,,,978-1-4522-7573-4,£87.00,,,http://www.uk.sagepub.com/books/Book239215
SOCI Sociology and Cultural Studies,Healey J & Stepnick A,Diversity and Society: Fifth Edition,,,4/30/2016,536 pages,,,978-1-4522-7574-1,£59.00,,,http://www.uk.sagepub.com/books/Book239216
SOCR Social Research Methods and Evaluation,Healey J et al,Instructor's Manual for Exploring Social Issues: Disk,,,11/30/1998,,978-0-7619-8644-7,,,,,,http://www.uk.sagepub.com/books/Book11240
SOCR Social Research Methods and Evaluation,Healey J et al,Exploring Social Issues: Third Edition,,,4/10/2009,376 pages,,,978-1-4129-6421-0,£67.00,,,http://www.uk.sagepub.com/books/Book232268
PSYC Psychology,Healy A & Bourne L,Learning and Memory of Knowledge and Skills,,,12/21/1994,370 pages,978-0-8039-5758-9,£102.00,978-0-8039-5759-6,£55.00,,,http://www.uk.sagepub.com/books/Book4436
"SOCW Social Welfare, Family Studies & Gerontology",Healy K,Social Work Practices,,,11/28/1999,176 pages,978-0-7619-6271-7,£91.00,978-0-7619-6272-4,£39.99,978-1-4462-6567-3,£31.99,http://www.uk.sagepub.com/books/Book209241
"SOCW Social Welfare, Family Studies & Gerontology",Healy K & Mulholland J,Writing Skills for Social Workers: Second Edition,Social Work in Action series,,2/28/2012,224 pages,978-1-4462-0070-4,£80.00,978-1-4462-0071-1,£24.99,978-1-4462-5849-1,£19.99,http://www.uk.sagepub.com/books/Book236097
EDUC Primary and Secondary Education,Healy-Sesno A,97 Savvy Secrets for Protecting Self and School,,,,112 pages,978-0-8039-6728-1,£36.99,978-0-8039-6729-8,£16.99,,,http://www.uk.sagepub.com/books/Book7760
COMM Communication and Media Studies,Heap N et al,Information Technology and Society,Published in association with The Open University,,12/19/1994,448 pages,978-0-8039-7980-2,£75.00,978-0-8039-7981-9,£39.99,,,http://www.uk.sagepub.com/books/Book204709
WOME Women's and Gender Studies,Hearn J,The Violences of Men,,,7/28/1998,272 pages,978-0-8039-7939-0,£123.00,978-0-8039-7940-6,£40.99,978-1-84920-670-9,£32.99,http://www.uk.sagepub.com/books/Book204664
SOCI Sociology and Cultural Studies,Hearn J,Men of the World,,,7/14/2015,280 pages,978-1-4462-0717-8,£83.00,978-1-4462-0718-5,£26.99,978-1-4739-2677-6,£21.99,http://www.uk.sagepub.com/books/Book236923
MANA Management and Organization Studies,Hearn J & Parkin P,"Gender, Sexuality and Violence in Organizations",,,7/18/2001,224 pages,978-0-7619-5911-3,£65.00,978-0-7619-5912-0,£31.99,978-1-4129-3239-4,£25.99,http://www.uk.sagepub.com/books/Book207272
MANA Management and Organization Studies,Hearn J et al,The Sexuality of Organization,,,11/14/1989,224 pages,978-0-8039-8230-7,£45.00,978-0-8039-8231-4,£24.99,,,http://www.uk.sagepub.com/books/Book202684
SOCR Social Research Methods and Evaluation,Heath C et al,Video in Qualitative Research,Introducing Qualitative Methods series,,2/28/2010,184 pages,978-1-4129-2942-4,£90.00,978-1-4129-2943-1,£29.99,978-1-4462-0447-4,£23.99,http://www.uk.sagepub.com/books/Book229882
COMM Communication and Media Studies,Heath R,The SAGE Handbook of Public Relations,,,9/20/2010,792 pages,978-1-4129-7780-7,£120.00,978-1-4129-7781-4,£40.99,,,http://www.uk.sagepub.com/books/Book234079
COMM Communication and Media Studies,Heath R,Encyclopedia of Public Relations: Second Edition,,,10/24/2013,1152 pages,978-1-4522-4079-4,£220.00,,,,,http://www.uk.sagepub.com/books/Book238060
MANA Management and Organization Studies,Heath R & Coombs W,Today's Public Relations,,,12/19/2005,560 pages,,,978-1-4129-2635-5,£130.00,,,http://www.uk.sagepub.com/books/Book226856
COMM Communication and Media Studies,Heath R & Gregory A,Strategic Communication,SAGE Benchmarks in Communication,,11/19/2014,1680 pages,978-1-4462-7583-2,£675.00,,,,,http://www.uk.sagepub.com/books/Book241769
MANA Management and Organization Studies,Heath R & Palenchar M,Strategic Issues Management: Second Edition,,,11/23/2008,424 pages,978-1-4129-5210-1,£120.00,978-1-4129-5211-8,£97.00,,,http://www.uk.sagepub.com/books/Book230592
SOCR Social Research Methods and Evaluation,Heath S et al,Researching Young People's Lives,,,3/30/2009,224 pages,978-1-4129-1055-2,£84.00,978-1-4129-1056-9,£27.99,978-1-4462-0397-2,£21.99,http://www.uk.sagepub.com/books/Book227873
SOCR Social Research Methods and Evaluation,Heaton J,Reworking Qualitative Data,,,3/18/2004,176 pages,978-0-7619-7142-9,£97.00,978-0-7619-7143-6,£25.99,978-1-4129-3240-0,£20.99,http://www.uk.sagepub.com/books/Book217495
EDUC Primary and Secondary Education,Hebert C,Catch a Falling Reader: Second Edition,,,2/14/2008,160 pages,978-1-4129-5605-5,£54.00,978-1-4129-5606-2,£19.99,,,http://www.uk.sagepub.com/books/Book231529
EDUC Primary and Secondary Education,Hebert C,Catch a Falling Writer,,,12/13/2009,120 pages,978-1-4129-6865-2,£45.99,978-1-4129-6866-9,£17.99,,,http://www.uk.sagepub.com/books/Book233094
COMM Communication and Media Studies,Hecht M,Communicating Prejudice,,,5/30/1998,416 pages,978-0-7619-0124-2,£41.00,978-0-7619-0125-9,£64.00,,,http://www.uk.sagepub.com/books/Book7102
EDUC Primary and Secondary Education,Heckman P et al,The Courage to Change,,,1/30/1996,216 pages,978-0-8039-6329-0,£45.99,978-0-8039-6330-6,£26.99,,,http://www.uk.sagepub.com/books/Book5312
MANA Management and Organization Studies,Heckscher C & Donnellon A,The Post-Bureaucratic Organization,,,7/25/1994,296 pages,978-0-8039-5717-6,£35.00,978-0-8039-5718-3,£54.00,,,http://www.uk.sagepub.com/books/Book4617
,Hedberg E,Introduction to Power Analysis,Quantitative Applications in the Social Sciences,Volume 176,2/28/2018,152 pages,,,978-1-5063-4312-9,£14.99,,,http://www.uk.sagepub.com/books/Book250725
SOCR Social Research Methods and Evaluation,Hedrick T et al,Applied Research Design,Applied Social Research Methods,Volume 32,3/14/1993,152 pages,978-0-8039-3233-3,£59.00,978-0-8039-3234-0,£45.99,,,http://www.uk.sagepub.com/books/Book2751
MANA Management and Organization Studies,Heeks R,Implementing and Managing eGovernment,,,10/18/2005,304 pages,978-0-7619-6791-0,£116.00,978-0-7619-6792-7,£38.99,978-1-84787-720-8,£30.99,http://www.uk.sagepub.com/books/Book210590
PSYC Psychology,Heflinger C & Nixon C,Families and the Mental Health System for Children and Adolescents,Children's Mental Health Services Annuals,Volume 2,5/30/1996,272 pages,978-0-7619-0267-6,£98.00,978-0-7619-0268-3,£52.00,,,http://www.uk.sagepub.com/books/Book5558
SOCI Sociology and Cultural Studies,Hegarty P,Georges Bataille,Core Cultural Theorists series,,8/28/2000,192 pages,978-0-7619-6077-5,£103.00,978-0-7619-6078-2,£33.99,978-1-4462-6497-3,£26.99,http://www.uk.sagepub.com/books/Book207802
EDUC Primary and Secondary Education,Hegarty S & Alur M,Education & Children with Special Needs,,,6/30/2002,220 pages,978-0-7619-9584-5,£30.00,978-0-7619-9585-2,£19.99,,,http://www.uk.sagepub.com/books/Book224808
SOCI Sociology and Cultural Studies,Hegewald J & Mitra S,Re-Use-The Art and Politics of Integration and Anxiety,,,1/31/2012,360 pages,978-8-13-210655-5,£58.00,,,978-8-13-210981-5,£46.00,http://www.uk.sagepub.com/books/Book238120
HEAL Health Studies and Nursing,Heginbotham C & Newbigging K,Commissioning Health and Wellbeing,,,10/22/2013,216 pages,978-1-4462-5254-3,£103.00,978-1-4462-5255-0,£35.99,978-1-4462-9485-7,£28.99,http://www.uk.sagepub.com/books/Book238846
HEAL Health Studies and Nursing,Heginbotham C & Newbigging K,Public Health,Sage Library of Health and Social Welfare Series,,12/9/2016,1264 pages,978-1-4739-2504-5,£645.00,,,978-1-4739-8730-2,£516.00,http://www.uk.sagepub.com/books/Book245668
,Hegtvedt K & Johnson C,Social Psychology,,,9/28/2017,376 pages,,,978-1-4129-6504-0,£32.99,,,http://www.uk.sagepub.com/books/Book232699
PSYC Psychology,Heide K,Why Kids Kill Parents,,,11/11/1994,224 pages,,,978-0-8039-7060-1,£51.00,,,http://www.uk.sagepub.com/books/Book4752
CRIM Criminology,Heide K,Young Killers,,,9/30/1998,320 pages,978-0-7619-0062-7,£65.00,978-0-7619-0063-4,£70.00,,,http://www.uk.sagepub.com/books/Book7881
CRIM Criminology,Heidt J & Wheeldon J,Introducing Criminological Thinking,,,1/22/2015,392 pages,,,978-1-4833-3389-2,£58.00,,,http://www.uk.sagepub.com/books/Book239703
POLI Politics and International Relations,Heineman R et al,The World of the Policy Analyst: Third Edition,,,7/1/2001,206 pages,,,978-1-889119-35-9,£48.99,,,http://www.uk.sagepub.com/books/Book236211
STAT Statistics and Mathematical Methods,Heinen T,Latent Class and Discrete Latent Trait Models,Advanced Quantitative Techniques in the Social Sciences,Volume 6,6/30/1996,224 pages,978-0-8039-7433-3,£86.00,,,,,http://www.uk.sagepub.com/books/Book5543
,Heinzen T & Goodfriend W,Social Psychology,,,3/31/2018,656 pages,978-1-5063-5751-5,£89.00,978-1-5443-2463-0,,,,http://www.uk.sagepub.com/books/Book253879
,Heinzen T & Goodfriend W,Social Psychology: International Student Edition,,,4/30/2018,,978-1-5443-2800-3,,,,,,http://www.uk.sagepub.com/books/Book262108
EDUC Primary and Secondary Education,Heiss E,Helping Kids Help,,,4/1/2006,176 pages,,,978-1-56976-211-0,£26.99,,,http://www.uk.sagepub.com/books/Book232720
EDUC Primary and Secondary Education,Heiss E,Feng Shui for the Classroom,,,7/31/2008,144 pages,,,978-1-56976-174-8,£25.99,,,http://www.uk.sagepub.com/books/Book232719
SOCR Social Research Methods and Evaluation,Hektner J et al,Experience Sampling Method,,,10/18/2006,368 pages,978-1-4129-4923-1,£90.00,978-1-4129-2557-0,£68.00,,,http://www.uk.sagepub.com/books/Book228179
CRIM Criminology,Helfgott J,Criminal Behavior,,,5/13/2008,624 pages,978-1-4129-0487-2,£122.00,,,,,http://www.uk.sagepub.com/books/Book226655
SOCT Social Theory,Helle H,The Social Thought of Georg Simmel,Social Thinkers Series,,4/30/2014,128 pages,,,978-1-4129-9765-2,£19.99,,,http://www.uk.sagepub.com/books/Book236085
HEAL Health Studies and Nursing,Heller T & Harris S,Disability Through the Life Course,The SAGE Reference Series on Disability: Key Issues and Future Directions,,1/29/2012,320 pages,978-1-4129-8767-7,£60.00,,,,,http://www.uk.sagepub.com/books/Book234964
HEAL Health Studies and Nursing,Heller T et al,Working for Health,Published in association with The Open University,,12/28/2000,400 pages,978-0-7619-6997-6,£83.00,978-0-7619-6998-3,£30.99,,,http://www.uk.sagepub.com/books/Book211232
